0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.062844545,-0.030796546,0.06708155,0.0777675,0.085419714,-0.10265786,0.1422714,-0.15482484,0.037905972,-0.065825105,0.026608387,-0.12261316,0.0902521,0.040043876,-0.03221035,0.056160133
-0.16328715,-0.01028147,-0.072265245,0.072446726,0.032382797,0.05726369,0.17148918,-0.14126799,0.061650913,0.025570022,-0.08671228,0.013242972,-0.09658432,-0.020792885,0.063156106,-0.015039562
0.11501701,-0.34157774,-0.14398342,0.019089388,0.03333991,0.0191099,0.059988834,-0.0032454995,0.05944709,-0.03412642,0.16408613,0.25287014,0.15275347,-0.17426375,0.04076115,-0.035988577
-0.108541735,-0.19554704,0.06923695,-0.042950228,-0.1211583,0.031306215,0.02010693,-0.008880098,0.26810223,-0.24302772,0.091509305,-0.1690307,0.11173709,-0.057003953,0.19130285,0.056494627
-0.09764473,0.03955295,-0.16541377,0.05642464,0.11540888,-0.080022804,0.00822733,-0.013374601,-0.008370275,0.060657136,0.095149696,-0.0911815,-0.04170052,0.048468273,0.07914483,0.17171344
-0.019832972,0.173542,0.025230503,0.09871052,-0.18168159,-0.18699323,-0.03920147,0.1311505,0.124597274,-0.1277528,-0.055734634,0.09782235,0.044909507,-0.11725676,-0.034407474,-0.030387275
0.12963733,-0.0090995105,0.052124925,-0.11637237,-0.07731019,0.15543982,0.12363071,0.09777584,-0.04073339,-0.07357421,0.014022515,-0.15591769,0.0101234075,0.29734695,-0.105521925,0.006942565
-0.017979914,0.14881158,0.08282383,-0.09432297,-0.025019666,-0.099719465,-0.0073405807,-0.0941992,0.04887572,0.23829462,-0.19411787,-0.054520443,0.00037121953,-0.045523934,-0.0066997926,0.045781467
-0.08214794,0.012374767,-0.022571007,0.015974132,-0.05729361,0.06716659,-0.14066276,0.18380478,0.19021444,-0.0061243307,0.049079936,0.11307474,0.20942181,0.06425228,0.04791566,-0.037017245
-0.14483248,-0.022522656,0.042259872,-0.028134696,0.0633631,-0.09313892,0.10945721,0.07321228,-0.052919142,-0.033921152,-0.10847936,0.07412875,0.067606546,0.13214235,-0.12963375,0.065669045
-0.07057258,-0.08656657,0.06034142,-0.004115577,0.0070928927,0.12293353,0.053325135,0.05336392,0.10298311,-0.13380162,-0.007871357,-0.115875594,0.018568331,-0.067345075,-0.119101025,-0.035120197
0.0038454595,-0.016345166,-0.052916385,-0.048824318,0.008578252,0.03315765,-0.059319172,-0.03788624,-0.044444177,-0.031911984,0.016397765,-0.039239455,0.02855024,-0.07466288,-0.0104396,0.03811159
0.045537114,-0.07882789,0.1399915,-0.1639329,0.039603967,0.060518563,-0.03924803,-0.009092019,0.0517426,-0.07171526,-0.050437666,-0.011990993,0.06400312,-0.045950834,0.10991084,-0.15810065
0.09437706,0.13510981,-0.1757743,0.011336046,0.029429108,0.036054265,-0.193952,-0.13316914,-0.105005234,-0.14613365,-0.024816126,0.005639342,0.18127182,-0.05590079,0.010750642,0.047242396
-0.08860033,-0.06703694,0.03713487,-0.100083604,-0.010043445,-0.013958635,-0.0127285775,-0.14849436,0.010521002,-0.043383688,0.12696354,-0.049319115,-0.020334965,0.00071463815,0.006476933,-0.05015475
0.04790828,-0.07541208,0.1297025,-0.022995822,0.024806436,-0.0053328485,-0.11739029,0.045288876,-0.109332435,0.03332031,-0.027081717,0.014759267,-0.14048791,0.09005861,-0.16380557,0.06392028
-0.03581267,0.21771914,-0.003343778,0.03624648,0.030730732,0.13262025,-0.049215853,-0.03867765,-0.06530868,-0.06179407,-0.098393224,0.09942105,-0.053698745,-0.051154613,-0.08504569,0.06165113
-0.113269866,-0.010694283,0.10274662,-0.000984337,-0.061694056,0.08565502,-0.100274794,-0.0047261366,0.040455543,-0.006514148,0.015016078,0.09839423,-0.081241876,0.08141177,0.01909097,-0.010542815
-0.21671586,-0.04345257,-0.14372802,0.13375175,0.14739303,0.049534734,0.08553089,-0.0172783,-0.038558226,-0.06158509,-0.065230496,-0.077936225,-0.0027831781,-0.069747366,-0.033172943,-0.117899254
-0.032563347,0.13464102,-0.013335594,0.020593986,-0.045052264,-0.049951814,-0.059089333,-0.121755116,0.1205094,-0.0001762905,-0.09175854,0.0034689666,0.025067858,-0.07448385,-0.023804892,0.009713988
0.012204047,-0.08466519,-0.059073612,-0.050889615,-0.052023962,-0.20225547,0.04211802,-0.05753374,-0.049370382,-0.12423136,0.06000423,-0.054504544,0.114801966,-0.002618132,-0.1333191,0.10980663
0.09772838,-0.040270504,-0.08923703,-0.067495756,0.2548032,-0.05539705,-0.13251278,-0.012947787,0.20236126,0.09403895,-0.14770985,-0.058186628,-0.038631316,0.082755275,-0.031854417,0.24295521
-0.156778,0.072643735,0.15491462,-0.1440017,0.01802741,-0.1294821,-0.16262445,0.07990083,-0.03054187,-0.051720783,0.019093307,0.091419846,-0.09271302,0.007220111,0.08712186,-0.025147572
-0.14384308,-0.07091816,-0.00297262,-0.100024305,-0.104081996,0.015378146,-0.05551595,-0.17118995,-0.01267124,0.13678749,-0.13107957,-0.09359305,0.13007344,0.030271348,-0.12390576,-0.023199873
-0.12864585,0.0074854344,0.08597669,0.16150557,-0.0759755,0.12473262,0.067987524,-0.08552801,-0.13838775,0.084586695,-0.1025534,-0.094815046,-0.008200766,0.17507914,-0.0824573,-0.0572017
0.032693498,-0.13555573,-0.10039976,0.00079965976,-0.11983608,0.095483795,-0.12480559,0.08057868,-0.080293044,-0.08418477,0.11487419,-0.0012718997,-0.050173946,0.14270632,0.1050776,-0.15085463
-0.16164479,0.016246391,-0.18321191,0.081630334,0.09195848,0.053462792,-0.2080399,-0.2299893,0.088622645,-0.0069839107,-0.026153965,-0.08258511,0.08622498,-0.0012917174,0.0744116,0.050269164
-0.07691396,-0.0847055,-0.113312565,0.0958916,0.046768405,-0.098367885,0.09585808,0.043333642,0.0046961084,-0.11142195,0.09949521,0.091565005,0.16087073,0.028102716,-0.03677838,0.07867644
0.0600907,-0.014706456,-0.10930022,0.10401599,-0.10103726,-0.06800055,0.025869295,0.043712635,0.0527055,0.049356267,0.04953778,-0.06824038,-0.06696682,0.0061282697,-0.09719866,0.034640264
0.10454252,-0.06387103,-0.104330845,0.017386092,0.036758855,-0.04105554,0.2094994,0.029093096,0.03244973,-0.0736825,0.007979842,-0.15769939,-0.045986198,0.312602,-0.09399133,0.1544428
